office,num,cat,addr,build_area,land_area,price,lowest,result,date,status,low_per,res_per,comment
서울중앙3계,2020-1661,아파트,"서울특별시 관악구 신림동 1433-55, 11층1102호 (신림동,프라비다트라움)",14.06㎡ (4.25평),4.492㎡ (1.36평),"125,000,000","100,000,000","121,211,000",2021-04-06(10:00),매각,80%,97%,
서울동부5계,2019-5844,아파트,"서울특별시 성동구 옥수동 428, 4동 1층103호 (옥수동,옥수동극동아파트)",142.26㎡ (43.03평),69.64㎡ (21.07평),"1,250,000,000","1,250,000,000","1,625,052,090",2021-04-05(10:00),매각,100%,130%,
서울남부10계,2019-107286,아파트,"서울특별시 강서구 염창동 309, 101동 12층1208호 (염창동,이편한세상염창)",51.756㎡ (15.66평),24.558㎡ (7.43평),"752,000,000","752,000,000","911,440,000",2021-04-05(10:00),매각,100%,121%,
서울남부10계,2019-107286,아파트,"서울특별시 강서구 염창동 309, 105동 16층1602호 (염창동,이편한세상염창)",84.9783㎡ (25.71평),37.7252㎡ (11.41평),"1,100,000,000","1,100,000,000","1,365,000,000",2021-04-05(10:00),매각,100%,124%,
서울남부10계,2020-6365,아파트,"서울특별시 강서구 등촌동 701, 제107동 제3층 제302호 (가양동,등촌진로아파트)",84.96㎡ (25.7평),43.743㎡ (13.23평),"765,000,000","765,000,000","808,000,000",2021-04-05(10:00),매각,100%,106%,
서울남부10계,2020-7320,아파트,"서울특별시 양천구 목동 902, 제220동 제14층 제1401호 (목동, 목동신시가지아파트)",95.67㎡ (28.94평),87.65㎡ (26.51평),"1,703,000,000","1,703,000,000","1,810,300,000",2021-04-05(10:00),매각,100%,106%,
서울동부5계,2020-52259,아파트,"서울특별시 강동구 천호동 47-24, 101동 10층1003호 (천호동,천호1차우림루미아트)",84.88㎡ (25.68평),43.288㎡ (13.09평),"549,000,000","549,000,000","726,777,700",2021-04-05(10:00),매각,100%,132%,
서울동부5계,2020-53740,아파트,"서울특별시 강동구 둔촌동 603, 4동 6층603호 (둔촌동,프라자아파트)",10.91㎡ (3.3평),6.7㎡ (2.03평),"98,000,000","98,000,000","135,666,000",2021-04-05(10:00),매각,100%,138%,토지및건물 지분매각
서울남부10계,2020-101420,아파트,"서울특별시 양천구 신월동 1055, 101동 7층 701호 (신월동,신정뉴타운두산위브)",59.78㎡ (18.08평),34.277㎡ (10.37평),"619,000,000","619,000,000","780,250,000",2021-04-05(10:00),매각,100%,126%,
서울중앙7계,2019-110552,아파트,"서울특별시 서초구 서초동 1671-5, 6층 622호 (서초동,서초리시온)",49.92㎡ (15.1평),9.89㎡ (2.99평),"446,000,000","446,000,000","503,300,000",2021-04-01(10:00),매각,100%,113%,대항력있는임차인
서울남부4계,2020-2356,아파트,"서울특별시 강서구 화곡동 894-1, 8층802호 (화곡동,산내들아파트)",27.77㎡ (8.4평),8.76㎡ (2.65평),"186,000,000","76,186,000","85,550,000",2021-03-31(10:00),매각,41%,46%,대항력있는임차인
서울서부7계,2017-53322,아파트,"서울특별시 마포구 서교동 485-17, 1층102호",82.3㎡ (24.9평),,"176,000,000","90,112,000","103,000,000",2021-03-30(10:00),매각,51%,59%,건물만매각
서울서부7계,2017-53322,아파트,"서울특별시 마포구 서교동 485-17, 1층103호",82.3㎡ (24.9평),,"176,000,000","90,112,000","103,000,000",2021-03-30(10:00),매각,51%,59%,건물만매각
서울서부5계,2020-2515,아파트,"서울특별시 은평구 불광동 480-323, 4층401호 (불광동,스카이힐튼)",39.21㎡ (11.86평),33.81㎡ (10.23평),"217,000,000","217,000,000","222,000,000",2021-03-30(10:00),매각,100%,102%,
서울서부7계,2020-52176,아파트,"서울특별시 마포구 중동 390, 104동 8층801호 (중동,디엠씨마포청구아파트)",42.3㎡ (12.8평),14.23㎡ (4.3평),"385,000,000","385,000,000","467,999,000",2021-03-30(10:00),매각,100%,122%,토지및건물 지분매각
서울서부5계,2020-54080,아파트,"서울특별시 마포구 창전동 438, 103동 6층 701호 (창전동,신촌금호아파트)",84.95㎡ (25.7평),34.55㎡ (10.45평),"905,000,000","905,000,000","963,987,360",2021-03-30(10:00),매각,100%,107%,
서울동부3계,2020-53337,아파트,"서울특별시 송파구 방이동 215, 103동 3층307호 (방이동,코오롱아파트)",84.95㎡ (25.7평),38.06㎡ (11.51평),"1,080,000,000","1,080,000,000","1,485,300,000",2021-03-29(10:00),매각,100%,138%,
서울남부3계,2019-109169,아파트,"서울특별시 강서구 방화동 841, 102동 1층105호 (방화동,장미아파트)",49.2㎡ (14.88평),32.552㎡ (9.85평),"344,000,000","344,000,000","467,000,000",2021-03-24(10:00),매각,100%,136%,대항력있는임차인
서울남부3계,2019-109169,아파트,"서울특별시 강서구 등촌동 702, 1005동 1층102호 (등촌동,등촌10단지주공아파트)",58.14㎡ (17.59평),32.97㎡ (9.97평),"578,000,000","578,000,000","735,373,000",2021-03-24(10:00),매각,100%,127%,
서울남부3계,2020-105965,아파트,"서울특별시 영등포구 여의도동 21-2, 에이동 9층 909호 (여의도동,공작아파트)",22.91㎡ (6.93평),9.62㎡ (2.91평),"350,000,000","350,000,000","350,000,000",2021-03-24(10:00),매각,100%,100%,토지및건물 지분매각
서울서부1계,2020-2799,아파트,"서울특별시 서대문구 연희동 105-4, 제2층 제203호",49.59㎡ (15평),20.99㎡ (6.35평),"215,000,000","215,000,000","235,700,000",2021-03-23(10:00),매각,100%,110%,
서울서부1계,2020-54530,아파트,"서울특별시 은평구 수색동 416-1, 제106동 제11층 제1103호 (수색동,수색진흥엣세벨)",57.5033㎡ (17.39평),29.11㎡ (8.81평),"599,000,000","599,000,000","648,900,000",2021-03-23(10:00),매각,100%,108%,대항력있는임차인
서울남부1계,2020-105989,아파트,"서울특별시 영등포구 영등포동1가 75-4, 5층501호 (영등포동1가,메트로가든)",12.06㎡ (3.65평),4.854㎡ (1.47평),"138,000,000","88,320,000","92,900,000",2021-03-23(10:00),매각,64%,67%,
서울중앙21계,2020-106498,아파트,"서울특별시 동작구 상도동 533, 208동 14층1401호 (상도동,힐스테이트상도프레스티지)",84.884㎡ (25.68평),54.076㎡ (16.36평),"1,216,000,000","1,216,000,000","1,334,612,600",2021-03-23(10:00),매각,100%,110%,
서울북부3계,2019-8252,아파트,서울특별시 노원구 상계동  1128 극동늘푸른아파트 101동 2층201호,84.514㎡ (25.57평),41.616㎡ (12.59평),"472,000,000","472,000,000","665,000,000",2021-03-22(10:00),매각,100%,141%,
서울북부4계,2020-3093,아파트,"서울특별시 노원구 공릉동 715, 302동 1층105호 (공릉동,공릉3단지아파트)",49.5㎡ (14.97평),31.713㎡ (9.59평),"322,000,000","322,000,000","478,310,000",2021-03-22(10:00),매각,100%,149%,
서울북부3계,2020-104088,아파트,"서울특별시 성북구 정릉동 1028, 108동 7층702호 (정릉동,정릉이편한세상)",57.28㎡ (17.33평),28.215㎡ (8.53평),"351,000,000","351,000,000","361,001,000",2021-03-22(10:00),매각,100%,103%,토지및건물 지분매각
서울북부4계,2020-106534,아파트,"서울특별시 성북구 삼선동3가 23, 2층 202호",28.31㎡ (8.56평),13.83㎡ (4.18평),"148,000,000","148,000,000","148,000,000",2021-03-22(10:00),매각,100%,100%,토지및건물 지분매각
서울남부11계,2020-7207,아파트,"서울특별시 금천구 시흥동 5-13, 제106동 제19층 제1902호 (시흥동, 삼익아파트)",114.48㎡ (34.63평),41.96㎡ (12.69평),"560,000,000","560,000,000","560,480,000",2021-03-17(10:00),매각,100%,100%,
서울남부11계,2020-110714,아파트,"서울특별시 구로구 구로동 1265, 제108동 제2층 제202호 (구로동, 구로두산아파트)",44.64㎡ (13.5평),16.87㎡ (5.1평),"448,000,000","448,000,000","486,770,000",2021-03-17(10:00),매각,100%,109%,대항력있는임차인
서울서부6계,2019-52743,아파트,"서울특별시 서대문구 연희동 194-30, 3층비304호 (연희동,브라운스톤 연희)",16.6㎡ (5.02평),7.218㎡ (2.18평),"190,000,000","77,824,000","127,000,000",2021-03-16(10:00),매각,41%,67%,
서울서부3계,2020-52749,아파트,"서울특별시 서대문구 홍제동 131-2, 3층302호 (홍제동,제니스)",73.27㎡ (22.16평),29.8㎡ (9.01평),"488,000,000","488,000,000","527,273,350",2021-03-16(10:00),매각,100%,108%,
서울서부6계,2020-53094,아파트,"서울특별시 용산구 한강로3가 91, 104동 11층1104호 (한강로3가,한강로우림필유아파트)",84.99㎡ (25.71평),53.6485㎡ (16.23평),"1,270,000,000","1,270,000,000","1,412,000,000",2021-03-16(10:00),매각,100%,111%,
서울서부6계,2020-53674,아파트,"서울특별시 서대문구 홍은동 456, 102동 10층1002호 (홍은동,두산아파트)",84.84㎡ (25.66평),31.69㎡ (9.59평),"543,000,000","543,000,000","682,700,000",2021-03-16(10:00),매각,100%,126%,
서울동부4계,2019-55696,아파트,"서울특별시 성동구 옥수동 100, 101동 2층202호 (옥수동,옥수하이츠아파트)",114.78㎡ (34.72평),65.43㎡ (19.79평),"1,420,000,000","1,420,000,000","1,721,300,000",2021-03-15(10:00),매각,100%,121%,
서울동부4계,2020-1602,아파트,"서울특별시 강동구 암사동 672, 3층306호 (암사동,효정하나플러스)",81.46㎡ (24.64평),42.9307㎡ (12.99평),"487,000,000","487,000,000","600,000,000",2021-03-15(10:00),매각,100%,123%,
서울북부2계,2020-105043,아파트,"서울특별시 노원구 하계동 273, 602동 9층911호 (하계동,장미아파트)",49.5㎡ (14.97평),32.65㎡ (9.88평),"465,000,000","465,000,000","616,790,000",2021-03-15(10:00),매각,100%,133%,대항력있는임차인
서울북부5계,2020-3055,아파트,"서울특별시 노원구 상계동 1282, 204동 22층2202호 (상계동,상계2차중앙하이츠아파트)",84.6㎡ (25.59평),26.95㎡ (8.15평),"613,000,000","613,000,000","738,800,000",2021-03-08(10:00),매각,100%,121%,
서울북부5계,2020-3239,아파트,"서울특별시 노원구 중계동 578, 115동 8층811호 (중계동,현대그룹중계동주택조합2차아파트)",84.78㎡ (25.65평),55.95㎡ (16.92평),"491,000,000","491,000,000","623,000,777",2021-03-08(10:00),매각,100%,127%,
서울북부9계,2020-102723,아파트,"서울특별시 도봉구 방학동 508, 102동 1층103호 (방학동,우성2차아파트)",84.98㎡ (25.71평),34.66㎡ (10.48평),"383,000,000","383,000,000","487,000,777",2021-03-08(10:00),매각,100%,127%,
서울북부9계,2020-104743,아파트,"서울특별시 노원구 하계동 270, 102동 15층1503호 (하계동,현대아파트)",84.95㎡ (25.7평),46.69㎡ (14.12평),"810,000,000","810,000,000","1,089,450,000",2021-03-08(10:00),매각,100%,135%,
서울중앙4계,2019-9829,아파트,"서울특별시 중구 충무로5가 36-2, 6층609호 (충무로5가,충무로엘크루메트로시티2)",35.55㎡ (10.75평),7.7909㎡ (2.36평),"320,000,000","256,000,000","305,550,000",2021-03-03(10:00),매각,80%,95%,대항력있는임차인
서울중앙4계,2020-2121,아파트,"서울특별시 동작구 대방동 501, 110동 11층1105호 (대방동,대림아파트)",134.25㎡ (40.61평),58.38㎡ (17.66평),"1,474,000,000","1,474,000,000","1,499,999,999",2021-03-03(10:00),매각,100%,102%,
서울중앙4계,2020-103871,아파트,"서울특별시 강남구 개포동 1280, 201동 6층611호 (개포동,래미안블레스티지)",59.888㎡ (18.12평),31.805㎡ (9.62평),"1,650,000,000","1,650,000,000","1,889,999,999",2021-03-03(10:00),매각,100%,115%,
서울남부5계,2020-107374,아파트,"서울특별시 강서구 화곡동 377-21, 제7층 제701호 (화곡동,요산페어뷰)",74.04㎡ (22.4평),35.56㎡ (10.76평),"367,000,000","367,000,000","389,110,000",2021-03-03(10:00),매각,100%,106%,
서울중앙3계,2020-1852,아파트,"서울특별시 관악구 봉천동 1703, 103동 2101호 (봉천동,성현동아아파트)",114.69㎡ (34.69평),43.87㎡ (13.27평),"830,000,000","830,000,000","1,011,000,000",2021-03-02(10:00),매각,100%,122%,
서울중앙7계,2019-3661,아파트,"서울특별시 종로구 평창동 108, 101동 8층801호 (평창동,평창동 롯데캐슬 로잔)",239.484㎡ (72.44평),158.61㎡ (47.98평),"1,930,000,000","1,235,200,000","1,619,900,000",2021-02-25(10:00),매각,64%,84%,대항력있는임차인
서울남부4계,2020-2295,아파트,"서울특별시 구로구 구로동 314, 1동 11층1105호 (구로동,극동아파트)",82.17㎡ (24.86평),41.61㎡ (12.59평),"442,000,000","442,000,000","545,777,000",2021-02-24(10:00),매각,100%,123%,
서울남부4계,2020-101680,아파트,"서울특별시 강서구 화곡동 981-1, 12층 1206호 (화곡동,서광프리메라)",83.7㎡ (25.32평),13.82㎡ (4.18평),"479,000,000","383,200,000","505,610,000",2021-02-24(10:00),매각,80%,106%,
서울남부4계,2020-104382,아파트,"서울특별시 구로구 개봉동 470, 106동 21층 2105호 (개봉동,삼환아파트)",114.48㎡ (34.63평),34.08㎡ (10.31평),"553,000,000","553,000,000","752,830,000",2021-02-24(10:00),매각,100%,136%,
서울남부1계,2019-8181,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층804호 (영등포동1가,메트로가든)",12.97㎡ (3.92평),5.22㎡ (1.58평),"148,000,000","94,720,000","103,100,000",2021-02-23(10:00),매각,64%,70%,
서울남부1계,2019-8181,아파트,"서울특별시 영등포구 영등포동1가 75-4, 8층807호 (영등포동1가,메트로가든)",12.05㎡ (3.65평),4.85㎡ (1.47평),"138,000,000","88,320,000","112,100,000",2021-02-23(10:00),매각,64%,81%,
서울남부1계,2019-8181,아파트,"서울특별시 영등포구 영등포동1가 75-4, 9층901호 (영등포동1가,메트로가든)",12.06㎡ (3.65평),4.854㎡ (1.47평),"138,000,000","88,320,000","103,100,000",2021-02-23(10:00),매각,64%,75%,
서울남부1계,2019-8181,아파트,"서울특별시 영등포구 영등포동1가 75-4, 4층402호 (영등포동1가,메트로가든)",12.97㎡ (3.92평),5.22㎡ (1.58평),"145,000,000","92,800,000","112,100,000",2021-02-23(10:00),매각,64%,77%,
서울남부1계,2020-2660,아파트,"서울특별시 강서구 마곡동 784-11, 2층220호 (마곡동,마곡오드카운티1차)",19.6437㎡ (5.94평),,"153,000,000","122,400,000","142,890,000",2021-02-23(10:00),매각,80%,93%,대지권미등기
서울남부1계,2020-5232,아파트,"서울특별시 강서구 방화동 863, 제201동 제3층 제304호 (방화동,마곡현대아파트)",84.95㎡ (25.7평),28.84㎡ (8.72평),"589,000,000","589,000,000","689,130,000",2021-02-23(10:00),매각,100%,117%,대항력있는임차인
서울서부7계,2020-51722,아파트,"서울특별시 은평구 녹번동 71-8, 1동 6층603호",82.27㎡ (24.89평),36.2㎡ (10.95평),"330,000,000","264,000,000","430,370,000",2021-02-23(10:00),매각,80%,130%,
서울중앙2계,2019-9676,아파트,"서울특별시 동작구 사당동 1157, 106동 7층704호 (사당동,이수역리가아파트)",84.9827㎡ (25.71평),47.5251㎡ (14.38평),"1,200,000,000","1,200,000,000","1,459,800,000",2021-02-18(10:00),매각,100%,122%,형식적경매
서울중앙2계,2019-9676,아파트,"서울특별시 동작구 사당동 1157, 107동 11층1101호 (사당동,이수역리가아파트)",84.9827㎡ (25.71평),47.5251㎡ (14.38평),"1,240,000,000","1,240,000,000","1,405,990,000",2021-02-18(10:00),매각,100%,113%,형식적경매
서울중앙2계,2019-105826,아파트,"서울특별시 중구 인현동2가 192-30, 10층1010호",64.26㎡ (19.44평),5.26㎡ (1.59평),"292,000,000","292,000,000","363,000,000",2021-02-18(10:00),매각,100%,124%,토지및건물 지분매각
서울남부3계,2020-2790,아파트,"서울특별시 양천구 신월동 48-13, 4층404호 (신월동,신라이프아파트)",58.32㎡ (17.64평),23.88㎡ (7.22평),"182,000,000","145,600,000","199,199,000",2021-02-17(10:00),매각,80%,109%,
서울남부11계,2020-6556,아파트,"서울특별시 강서구 방화동 871, 제102동 제2층 제202호 (방화동,방신서광아파트)",113.3376㎡ (34.28평),48.487㎡ (14.67평),"624,000,000","624,000,000","675,000,000",2021-02-17(10:00),매각,100%,108%,
서울남부11계,2020-108209,아파트,"서울특별시 양천구 신월동 529-2, 제4층 제402호",57.32㎡ (17.34평),24.398㎡ (7.38평),"300,000,000","300,000,000","300,500,000",2021-02-17(10:00),매각,100%,100%,대항력있는임차인
서울남부9계,2019-4103,아파트,서울특별시 양천구 신월동  142-14 금하뜨라네아파트 105동 1층103호,90.17㎡ (27.28평),59.792㎡ (18.09평),"330,000,000","264,000,000","335,000,000",2021-02-16(10:00),매각,80%,102%,
서울서부1계,2020-731,아파트,"서울특별시 은평구 진관동 12, 712동 1층101호 (진관동,은평뉴타운 상림마을)",84.42㎡ (25.54평),80.849㎡ (24.46평),"631,000,000","631,000,000","790,403,080",2021-02-16(10:00),매각,100%,125%,
서울남부9계,2020-1292,아파트,"서울특별시 영등포구 양평동5가 76, 106동 3층301호 (양평동5가,양평동한신아파트)",59.94㎡ (18.13평),25.79㎡ (7.8평),"670,000,000","670,000,000","839,999,000",2021-02-16(10:00),매각,100%,125%,
서울서부1계,2020-52671,아파트,"서울특별시 용산구 이촌동 415, 106동 2층202호 (이촌동,한강대우아파트)",84.94㎡ (25.69평),28.4187㎡ (8.6평),"1,610,000,000","1,610,000,000","1,783,100,000",2021-02-16(10:00),매각,100%,111%,
